"Date","Price","Open","High","Low","Change %"
"08/18/2016","125.78","126.57","126.57","125.78","0.00%"
"08/17/2016","125.78","124.60","125.78","124.60","0.79%"
"08/16/2016","124.80","126.57","126.57","124.80","-1.18%"
"08/15/2016","126.29","126.57","126.57","126.29","-0.39%"
"08/12/2016","126.78","126.57","126.78","126.57","-0.78%"
"08/11/2016","127.78","131.48","131.48","127.78","-2.26%"
"08/10/2016","130.73","131.48","131.48","130.73","0.00%"
"08/09/2016","130.73","131.48","131.48","130.73","-0.01%"
"08/08/2016","130.74","133.45","133.45","130.74","-1.86%"
"08/05/2016","133.22","135.41","135.41","133.22","-1.10%"
"08/04/2016","134.70","139.35","139.35","134.70","-2.16%"
"08/03/2016","137.67","139.35","139.35","137.67","-0.01%"
"08/02/2016","137.68","134.43","137.68","134.43","2.20%"
"08/01/2016","134.71","134.42","134.71","134.42","0.00%"
"07/29/2016","134.71","140.32","140.32","134.71","0.00%"
"07/28/2016","134.71","140.32","140.32","134.71","-2.14%"
"07/27/2016","137.66","141.31","141.31","137.66","-0.35%"
"07/26/2016","138.15","133.45","138.15","133.45","1.81%"
"07/25/2016","135.69","133.45","135.69","133.45","1.10%"
"07/22/2016","134.22","142.29","142.29","131.48","0.36%"
"07/21/2016","133.74","142.29","142.29","133.74","-3.92%"
"07/20/2016","139.19","142.29","142.29","139.19","-3.77%"
"07/19/2016","144.65","144.65","144.65","144.65","0.70%"
"07/18/2016","143.64","143.64","143.64","143.64","0.00%"
"07/15/2016","143.64","143.64","143.64","143.64","-0.01%"
"07/14/2016","143.65","150.57","150.57","143.65","-4.60%"
"07/13/2016","150.57","150.57","150.57","150.57","-3.77%"
"07/12/2016","156.47","150.58","150.58","150.58","-3.69%"
"07/11/2016","162.46","162.46","162.46","162.46","-0.30%"
"07/08/2016","162.95","162.95","162.95","162.95","-7.06%"
"07/07/2016","175.32","175.32","175.32","175.32","1.42%"
"07/06/2016","172.86","172.86","172.86","172.86","2.67%"
"07/05/2016","168.37","168.37","168.37","168.37","3.03%"
"07/04/2016","163.42","163.42","163.42","163.42","-2.62%"
"07/01/2016","167.81","167.81","167.81","167.81","5.53%"
"06/30/2016","159.01","159.01","159.01","159.01","-4.15%"
"06/29/2016","165.89","165.89","165.89","165.89","-4.57%"
"06/28/2016","173.83","173.83","173.83","173.83","-1.13%"
"06/27/2016","175.81","175.81","175.81","175.81","3.22%"
"06/24/2016","170.32","170.32","170.32","170.32","21.54%"
"06/23/2016","140.13","140.13","140.13","140.13","-0.01%"
"06/22/2016","140.15","140.15","140.15","140.15","-1.39%"
"06/21/2016","142.13","142.13","142.13","142.13","-0.70%"
"06/20/2016","143.13","143.13","143.13","143.13","-6.46%"
"06/17/2016","153.01","153.01","153.01","153.01","-0.31%"
"06/16/2016","153.49","153.49","153.49","153.49","-0.01%"
"06/15/2016","153.50","153.50","153.50","153.50","0.00%"
"06/14/2016","153.50","153.50","153.50","153.50","4.38%"
"06/13/2016","147.06","147.06","147.06","147.06","5.70%"
"06/10/2016","139.13","131.69","139.13","131.69","3.70%"
"06/09/2016","134.17","131.69","134.17","131.69","1.88%"
"06/08/2016","131.69","131.69","131.69","131.69","1.10%"
"06/07/2016","130.26","130.27","130.27","130.26","-0.38%"
"06/06/2016","130.76","130.27","130.76","130.27","0.38%"
"06/03/2016","130.26","129.26","130.26","129.26","0.77%"
"06/02/2016","129.27","128.77","129.27","128.77","0.39%"
"06/01/2016","128.77","127.28","128.77","127.28","1.17%"
"05/31/2016","127.28","125.30","127.28","125.30","1.58%"
"05/30/2016","125.30","125.30","125.30","125.30","0.00%"
"05/27/2016","125.30","125.30","125.30","125.30","0.00%"
"05/26/2016","125.30","124.81","125.30","124.81","0.39%"
"05/25/2016","124.81","127.29","127.29","124.81","-1.95%"
"05/24/2016","127.29","126.99","138.68","126.78","-2.65%"
"05/23/2016","130.76","126.99","138.68","126.78","0.00%"
"05/20/2016","130.76","126.99","138.68","126.78","-4.00%"
"05/19/2016","136.21","126.99","138.68","126.78","0.72%"
"05/18/2016","135.24","126.99","138.68","126.78","-0.72%"
"05/17/2016","136.22","126.99","138.68","126.78","-1.43%"
"05/16/2016","138.20","126.99","138.68","126.78","2.21%"
"05/13/2016","135.21","126.99","138.68","126.78","1.48%"
"05/12/2016","133.24","126.99","138.68","126.78","0.75%"
"05/11/2016","132.25","126.99","138.68","126.78","-1.10%"
"05/10/2016","133.72","126.99","138.68","126.78","-1.82%"
"05/09/2016","136.20","126.99","138.68","126.78","-1.79%"
"05/06/2016","138.68","126.99","138.68","126.78","0.00%"
"05/05/2016","138.68","126.99","138.68","126.78","0.00%"
"05/04/2016","138.68","126.99","138.68","126.78","3.33%"
"05/03/2016","134.21","126.99","134.21","126.78","4.23%"
"05/02/2016","128.76","126.99","128.77","126.78","-0.01%"
"04/29/2016","128.77","126.99","128.77","126.78","1.57%"
"04/28/2016","126.78","126.99","126.99","126.78","-0.01%"
"04/27/2016","126.79","126.99","126.99","126.79","-0.16%"
"04/26/2016","126.99","128.76","128.76","126.99","-1.37%"
"04/25/2016","128.76","125.30","128.76","125.30","2.76%"
"04/22/2016","125.30","127.30","127.30","125.30","-1.58%"
"04/21/2016","127.31","131.76","131.76","127.31","-3.37%"
"04/20/2016","131.75","135.22","135.22","131.75","-2.57%"
"04/19/2016","135.22","137.20","137.20","135.22","-1.44%"
"04/18/2016","137.20","138.20","138.20","137.20","-0.72%"
"04/15/2016","138.19","144.63","144.63","138.19","-0.01%"
"04/14/2016","138.20","144.63","144.63","138.20","-4.45%"
"04/13/2016","144.63","150.09","150.09","144.63","-3.64%"
"04/12/2016","150.09","151.58","151.58","150.09","-0.99%"
"04/11/2016","151.59","156.53","156.53","151.59","-0.64%"
"04/08/2016","152.57","156.53","156.53","152.57","-2.52%"
"04/07/2016","156.52","152.07","156.52","152.07","2.93%"
"04/06/2016","152.07","150.10","152.07","150.10","1.32%"
"04/05/2016","150.09","149.60","150.09","149.60","0.33%"
"04/04/2016","149.60","149.61","149.61","149.60","0.00%"
"04/01/2016","149.60","150.10","150.10","149.60","-0.33%"
"03/31/2016","150.10","150.10","150.10","150.10","0.00%"
"03/30/2016","150.10","152.57","152.57","150.10","-1.61%"
"03/29/2016","152.56","151.06","152.56","151.06","0.99%"
"03/28/2016","151.06","151.06","151.06","151.06","0.00%"
"03/25/2016","151.06","151.06","151.06","151.06","0.00%"
"03/24/2016","151.06","148.08","151.06","148.08","2.01%"
"03/23/2016","148.08","144.63","148.08","144.63","2.39%"
"03/22/2016","144.63","138.44","144.63","138.44","4.47%"
"03/21/2016","138.44","135.89","138.44","135.89","4.28%"
"03/18/2016","132.76","133.75","133.75","132.76","-0.73%"
"03/17/2016","133.74","133.75","133.75","133.74","-0.01%"
"03/16/2016","133.75","124.82","133.75","124.82","7.15%"
"03/15/2016","124.82","122.34","124.82","122.34","2.03%"
"03/14/2016","122.34","122.84","122.84","122.34","-0.41%"
"03/11/2016","122.84","138.73","138.73","122.84","-11.46%"
"03/10/2016","138.74","145.17","145.17","138.74","-4.44%"
"03/09/2016","145.19","147.18","147.18","145.19","-1.35%"
"03/08/2016","147.18","145.69","147.18","145.69","1.02%"
"03/07/2016","145.70","144.20","145.70","144.20","1.03%"
"03/04/2016","144.21","145.17","145.17","144.21","-0.65%"
"03/03/2016","145.16","145.17","145.17","145.16","-0.01%"
"03/02/2016","145.18","149.15","149.15","145.18","-2.66%"
"03/01/2016","149.15","154.11","154.11","149.15","-3.21%"
"02/29/2016","154.10","155.60","155.60","154.10","-0.96%"
"02/26/2016","155.59","163.54","163.54","155.59","-4.86%"
"02/25/2016","163.54","160.57","163.54","160.57","1.86%"
"02/24/2016","160.55","154.60","160.55","154.60","3.84%"
"02/23/2016","154.61","154.61","154.61","154.61","0.01%"
"02/22/2016","154.60","160.07","160.07","154.60","-3.42%"
"02/19/2016","160.07","148.63","160.07","148.63","7.70%"
"02/18/2016","148.62","145.67","148.62","145.67","2.03%"
"02/17/2016","145.67","155.60","155.60","145.67","-6.38%"
"02/16/2016","155.59","164.53","164.53","155.59","-5.43%"
"02/15/2016","164.53","172.01","172.01","164.53","-4.35%"
"02/12/2016","172.02","176.92","176.92","172.02","-2.76%"
"02/11/2016","176.91","158.58","176.91","158.58","11.56%"
"02/10/2016","158.58","157.07","158.58","157.07","0.95%"
"02/09/2016","157.08","152.05","157.08","152.05","3.31%"
"02/08/2016","152.04","132.22","152.04","132.22","14.99%"
"02/05/2016","132.22","114.88","132.22","114.88","15.09%"
"02/04/2016","114.88","104.46","114.88","104.46","9.98%"
"02/03/2016","104.46","101.98","104.46","101.98","2.43%"
"02/02/2016","101.98","95.53","101.98","95.53","4.05%"
"02/01/2016","98.01","95.53","98.01","95.53","2.60%"
"01/29/2016","95.53","95.53","95.53","95.53","0.00%"
"01/28/2016","95.53","95.53","95.53","95.53","0.00%"
"01/27/2016","95.53","95.53","95.53","95.53","0.00%"
"01/26/2016","95.53","95.04","95.53","95.04","0.52%"
"01/25/2016","95.04","95.53","95.53","95.04","-0.51%"
"01/22/2016","95.53","99.00","99.00","95.53","-3.51%"
"01/21/2016","99.00","101.49","101.49","99.00","-2.45%"
"01/20/2016","101.49","97.02","101.49","97.02","4.61%"
"01/19/2016","97.02","97.52","97.52","97.02","-0.51%"
"01/18/2016","97.52","96.52","97.52","96.52","1.04%"
"01/15/2016","96.52","91.56","96.52","91.56","5.42%"
"01/14/2016","91.56","90.06","91.56","90.06","1.67%"
"01/13/2016","90.06","90.56","90.56","90.06","-0.55%"
"01/12/2016","90.56","91.05","91.05","90.56","-0.54%"
"01/11/2016","91.05","91.05","91.05","91.05","0.00%"
"01/08/2016","91.05","91.05","91.05","91.05","0.00%"
"01/07/2016","91.05","86.58","91.05","86.58","1.65%"
"01/06/2016","89.57","86.58","89.57","86.58","1.13%"
"01/05/2016","88.57","86.58","88.57","86.58","-1.65%"
"01/04/2016","90.06","86.58","90.06","86.58","4.02%"
"01/01/2016","86.58","86.58","86.58","86.58","0.00%"
"12/31/2015","86.58","86.58","86.58","86.58","0.00%"
"12/30/2015","86.58","86.58","86.58","86.58","0.00%"
"12/29/2015","86.58","86.58","86.58","86.58","0.00%"
"12/28/2015","86.58","86.58","86.58","86.58","0.00%"
"12/25/2015","86.58","86.58","86.58","86.58","0.00%"
"12/24/2015","86.58","86.58","86.58","86.58","0.01%"
"12/23/2015","86.57","88.06","88.06","86.57","-1.69%"
"12/22/2015","88.06","87.57","88.06","87.57","-0.56%"
"12/21/2015","88.56","87.57","88.56","87.57","1.13%"
"12/18/2015","87.57","86.58","87.57","86.58","1.14%"
"12/17/2015","86.58","87.57","87.57","86.58","-1.13%"
"12/16/2015","87.57","89.06","89.06","87.57","-1.67%"
"12/15/2015","89.06","90.56","90.56","89.06","-1.65%"
"12/14/2015","90.55","88.57","90.55","88.57","2.24%"
"12/11/2015","88.57","84.10","88.57","84.10","5.32%"
"12/10/2015","84.10","84.59","84.59","84.10","-0.58%"
"12/09/2015","84.59","81.11","84.59","81.11","1.78%"
"12/08/2015","83.11","81.11","83.11","81.11","3.72%"
"12/07/2015","80.13","81.11","81.11","80.13","-1.21%"
"12/04/2015","81.11","80.11","81.11","80.11","1.27%"
"12/03/2015","80.09","79.14","80.09","79.14","1.20%"
"12/02/2015","79.14","81.62","81.62","79.14","-3.04%"
"12/01/2015","81.62","82.11","82.11","81.62","-0.60%"
"11/30/2015","82.11","82.62","82.62","82.11","-0.62%"
"11/27/2015","82.62","82.62","82.62","82.62","0.00%"
"11/26/2015","82.62","82.87","82.87","82.62","0.01%"
"11/25/2015","82.61","82.87","82.87","82.61","-0.30%"
"11/24/2015","82.86","80.64","82.86","80.64","2.77%"
"11/23/2015","80.63","80.64","80.64","80.63","-0.01%"
"11/20/2015","80.64","80.64","80.64","80.64","0.00%"
"11/19/2015","80.64","81.13","81.13","80.64","-0.60%"
"11/18/2015","81.13","81.63","81.63","81.13","-0.61%"
"11/17/2015","81.63","84.11","84.11","81.63","-2.95%"
"11/16/2015","84.11","80.62","84.11","80.62","1.20%"
"11/13/2015","83.11","80.62","83.11","80.62","1.83%"
"11/12/2015","81.62","78.65","81.62","78.65","3.78%"
"11/11/2015","78.65","77.16","78.65","77.16","3.96%"
"11/10/2015","75.66","77.16","77.16","75.66","-1.95%"
"11/09/2015","77.16","75.66","77.16","75.66","2.00%"
"11/06/2015","75.65","75.66","75.66","75.65","-0.01%"
"11/05/2015","75.66","75.66","75.66","75.66","0.00%"
"11/04/2015","75.66","74.17","75.66","74.17","2.70%"
"11/03/2015","73.67","74.17","74.17","73.67","-0.67%"
"11/02/2015","74.17","72.69","74.17","72.69","2.05%"
"10/30/2015","72.68","72.69","72.69","72.68","0.01%"
"10/29/2015","72.67","72.69","72.69","72.67","-0.03%"
"10/28/2015","72.69","73.68","73.68","72.69","-1.34%"
"10/27/2015","73.68","70.70","73.68","70.70","4.21%"
"10/26/2015","70.70","71.18","71.18","70.70","-0.67%"
"10/23/2015","71.18","74.66","74.66","71.18","-4.69%"
"10/22/2015","74.68","71.18","74.68","71.18","4.90%"
"10/21/2015","71.19","70.69","71.19","70.69","0.74%"
"10/20/2015","70.67","72.67","72.67","70.67","-1.41%"
"10/19/2015","71.68","73.42","73.42","71.68","-2.37%"
"10/16/2015","73.42","74.41","74.41","73.42","-1.33%"
"10/15/2015","74.41","75.16","75.16","74.41","-1.01%"
"10/14/2015","75.17","74.16","75.17","74.16","1.36%"
"10/13/2015","74.16","72.68","74.16","72.68","2.04%"
"10/12/2015","72.68","76.77","76.77","72.68","-1.34%"
"10/09/2015","73.67","76.77","76.77","73.67","-3.90%"
"10/08/2015","76.66","79.14","79.14","76.66","-0.64%"
"10/07/2015","77.15","79.14","79.14","77.15","-2.51%"
"10/06/2015","79.14","92.55","92.55","79.14","-10.67%"
"10/05/2015","88.59","92.55","92.55","88.59","-4.80%"
"10/02/2015","93.06","93.05","93.06","93.05","0.00%"
"10/01/2015","93.06","93.05","93.06","93.05","0.06%"
"09/30/2015","93.00","93.05","93.05","93.00","-0.06%"
"09/29/2015","93.06","92.55","93.06","92.55","2.74%"
"09/28/2015","90.58","88.59","90.58","88.59","2.25%"
"09/25/2015","88.59","90.07","90.07","88.59","-1.64%"
"09/24/2015","90.07","87.58","90.07","87.58","2.84%"
"09/23/2015","87.58","88.08","88.08","87.58","-0.58%"
"09/22/2015","88.09","85.10","88.09","85.10","3.51%"
"09/21/2015","85.10","83.89","85.10","83.89","3.63%"
"09/18/2015","82.12","80.62","82.12","80.62","1.86%"
"09/17/2015","80.62","82.11","82.11","80.62","-1.81%"
"09/16/2015","82.11","83.11","83.11","82.11","-1.19%"
"09/15/2015","83.10","80.13","83.10","80.13","3.69%"
"09/14/2015","80.14","80.63","80.63","80.14","-1.22%"
"09/11/2015","81.13","78.63","81.13","78.63","3.18%"
"09/10/2015","78.63","77.14","78.63","77.14","1.93%"
"09/09/2015","77.14","79.62","79.62","77.14","-3.11%"
"09/08/2015","79.62","80.62","80.62","79.62","-0.64%"
"09/07/2015","80.13","80.62","80.62","80.13","-0.61%"
"09/04/2015","80.62","78.14","80.62","78.14","3.17%"
"09/03/2015","78.14","79.62","79.62","78.14","-1.87%"
"09/02/2015","79.63","80.12","80.12","79.63","-0.61%"
"09/01/2015","80.12","76.14","80.12","76.14","5.23%"
"08/31/2015","76.14","76.14","76.14","76.14","0.00%"
"08/28/2015","76.14","74.65","76.14","74.65","2.00%"
"08/27/2015","74.65","77.64","77.64","74.65","-3.85%"
"08/26/2015","77.64","77.14","77.64","77.14","0.66%"
"08/25/2015","77.13","80.62","80.62","77.13","-4.33%"
"08/24/2015","80.62","76.65","80.62","76.65","5.19%"
"08/21/2015","76.64","74.65","76.64","74.65","2.65%"
"08/20/2015","74.66","74.66","74.66","74.66","0.00%"
"08/19/2015","74.66","73.17","74.66","73.17","0.01%"
"08/18/2015","74.65","73.66","74.65","73.66","1.34%"
"08/17/2015","73.66","73.66","73.66","73.66","0.00%"
"08/14/2015","73.66","74.16","74.16","73.66","-0.67%"
"08/13/2015","74.16","75.65","75.65","74.16","-1.97%"
"08/12/2015","75.65","74.66","75.65","74.66","1.33%"
"08/11/2015","74.66","72.66","74.66","72.66","2.75%"
"08/10/2015","72.66","73.16","73.16","72.66","-0.70%"
"08/07/2015","73.17","71.67","73.17","71.67","2.09%"
"08/06/2015","71.67","71.67","71.67","71.67","0.01%"
"08/05/2015","71.66","73.16","73.16","71.66","-2.05%"
"08/04/2015","73.16","72.17","73.16","72.17","1.37%"
"08/03/2015","72.17","72.17","72.17","72.17","0.00%"
"07/31/2015","72.17","72.17","72.17","72.17","0.00%"
"07/30/2015","72.17","71.18","72.17","71.18","1.39%"
"07/29/2015","71.18","71.68","71.68","71.18","-0.68%"
"07/28/2015","71.67","73.16","73.16","71.67","-2.04%"
"07/27/2015","73.16","69.68","73.16","69.68","4.98%"
"07/24/2015","69.69","69.68","69.69","69.68","0.00%"
"07/23/2015","69.69","70.18","70.18","69.69","-0.70%"
"07/22/2015","70.18","67.20","70.18","67.20","4.43%"
"07/21/2015","67.20","65.71","67.20","65.71","2.27%"
"07/20/2015","65.71","67.20","67.20","65.71","-2.23%"
"07/17/2015","67.21","69.70","69.70","67.21","-3.56%"
"07/16/2015","69.69","73.17","73.17","69.69","-4.77%"
"07/15/2015","73.18","73.17","73.18","73.17","0.00%"
"07/14/2015","73.18","73.68","73.68","73.18","-0.68%"
"07/13/2015","73.68","77.65","77.65","73.68","-5.10%"
"07/10/2015","77.64","84.61","84.61","77.64","-8.24%"
"07/09/2015","84.61","89.08","89.08","84.61","-5.02%"
"07/08/2015","89.08","89.08","89.08","89.08","0.00%"
"07/07/2015","89.08","88.08","89.08","88.08","1.14%"
"07/06/2015","88.08","84.11","88.08","84.11","4.71%"
"07/03/2015","84.12","83.12","84.12","83.12","1.20%"
"07/02/2015","83.12","83.12","83.12","83.12","0.00%"
"07/01/2015","83.12","84.11","84.11","83.12","-1.18%"
"06/30/2015","84.11","85.10","85.10","84.11","-1.17%"
"06/29/2015","85.11","76.16","85.11","76.16","11.75%"
"06/26/2015","76.16","77.15","77.15","76.16","-1.28%"
"06/25/2015","77.15","77.15","77.15","77.15","0.00%"
"06/24/2015","77.15","76.66","77.15","76.66","0.64%"
"06/23/2015","76.66","79.14","79.14","76.66","-3.13%"
"06/22/2015","79.14","87.18","87.18","79.14","-7.55%"
"06/19/2015","85.60","87.08","87.08","85.60","-1.71%"
"06/18/2015","87.09","85.10","87.09","85.10","2.34%"
"06/17/2015","85.10","83.61","85.10","83.61","1.78%"
"06/16/2015","83.61","83.12","83.61","83.12","0.60%"
"06/15/2015","83.11","78.14","83.11","78.14","4.38%"
"06/12/2015","79.62","78.14","79.62","78.14","1.89%"
"06/11/2015","78.14","78.63","78.63","78.14","-0.62%"
"06/10/2015","78.63","79.63","79.63","78.63","-1.24%"
"06/09/2015","79.62","80.12","80.12","79.62","-0.62%"
"06/08/2015","80.12","79.63","80.12","79.63","0.62%"
"06/05/2015","79.63","77.64","79.63","77.64","2.56%"
"06/04/2015","77.64","76.65","77.64","76.65","1.29%"
"06/03/2015","76.65","77.15","77.15","76.65","-0.62%"
"06/02/2015","77.13","80.13","80.13","77.13","-3.74%"
"06/01/2015","80.13","76.66","80.13","76.66","3.85%"
"05/29/2015","77.16","76.66","77.16","76.66","0.01%"
"05/28/2015","77.15","76.66","77.15","76.66","0.64%"
"05/27/2015","76.66","79.63","79.63","76.66","-3.73%"
"05/26/2015","79.63","79.13","79.63","79.13","0.63%"
"05/25/2015","79.13","79.13","79.13","79.13","0.00%"
"05/22/2015","79.13","78.14","79.13","78.14","1.27%"
"05/21/2015","78.14","78.14","78.14","78.14","0.00%"
"05/20/2015","78.14","78.14","78.14","78.14","0.00%"
"05/19/2015","78.14","78.64","78.64","78.14","-0.62%"
"05/18/2015","78.63","76.15","78.63","76.15","3.26%"
"05/15/2015","76.15","75.16","76.15","75.16","1.33%"
"05/14/2015","75.15","75.15","75.15","75.15","-0.01%"
"05/13/2015","75.16","71.67","75.16","71.67","0.00%"
"05/12/2015","75.16","71.67","75.16","71.67","4.87%"
"05/11/2015","71.67","72.17","72.17","71.67","2.12%"
"05/08/2015","70.18","72.17","72.17","70.18","-2.76%"
"05/07/2015","72.17","72.66","72.66","72.17","-0.67%"
"05/06/2015","72.66","70.67","72.66","70.67","3.55%"
"05/05/2015","70.17","67.70","70.17","67.70","3.66%"
"05/04/2015","67.69","67.69","67.69","67.69","0.00%"
"05/01/2015","67.69","67.69","67.69","67.69","0.00%"
"04/30/2015","67.69","68.46","68.46","67.69","-1.12%"
"04/29/2015","68.46","67.70","68.46","67.70","1.12%"
"04/28/2015","67.70","67.70","67.70","67.70","0.00%"
"04/27/2015","67.70","69.19","69.19","67.70","-2.15%"
"04/24/2015","69.19","67.71","69.19","67.71","2.20%"
"04/23/2015","67.70","68.69","68.69","67.70","-1.46%"
"04/22/2015","68.70","69.69","69.69","68.70","-1.42%"
"04/21/2015","69.69","69.19","69.69","69.19","0.72%"
"04/20/2015","69.19","66.21","69.19","66.21","0.00%"
"04/17/2015","69.19","66.21","69.19","66.21","4.50%"
"04/16/2015","66.21","62.23","66.21","62.23","6.40%"
"04/15/2015","62.23","61.73","62.23","61.73","0.79%"
"04/14/2015","61.74","59.74","61.74","59.74","3.33%"
"04/13/2015","59.75","59.74","59.75","59.74","0.00%"
"04/10/2015","59.75","60.74","60.74","59.75","-1.63%"
"04/09/2015","60.74","61.24","61.24","60.74","-0.82%"
"04/08/2015","61.24","60.75","61.24","60.75","0.81%"
"04/07/2015","60.75","62.23","62.23","60.75","-2.38%"
"04/06/2015","62.23","62.23","62.23","62.23","0.00%"
"04/03/2015","62.23","62.23","62.23","62.23","0.00%"
"04/02/2015","62.23","61.24","62.23","61.24","1.62%"
"04/01/2015","61.24","60.75","61.24","60.75","0.81%"
"03/31/2015","60.75","60.75","60.75","60.75","0.00%"
"03/30/2015","60.75","60.75","60.75","60.75","0.00%"
"03/27/2015","60.75","60.75","60.75","60.75","0.00%"
"03/26/2015","60.75","60.76","60.76","60.75","-0.02%"
"03/25/2015","60.76","61.74","61.74","60.76","-1.59%"
"03/24/2015","61.74","59.26","61.74","59.26","5.97%"
"03/23/2015","58.26","56.92","58.26","56.92","5.39%"
"03/20/2015","55.28","56.92","56.92","55.28","-0.86%"
"03/19/2015","55.76","55.26","55.76","55.26","0.89%"
"03/18/2015","55.27","52.76","55.27","52.76","4.76%"
"03/17/2015","52.76","52.77","52.77","51.27","2.91%"
"03/16/2015","51.27","52.77","52.77","51.27","-2.82%"
"03/13/2015","52.76","52.76","52.76","52.76","-0.02%"
"03/12/2015","52.77","52.77","52.77","52.77","0.00%"
"03/11/2015","52.77","52.77","52.77","52.77","0.00%"
"03/10/2015","52.77","51.27","52.77","51.27","2.93%"
"03/09/2015","51.27","50.27","51.27","50.27","2.01%"
"03/06/2015","50.26","50.27","50.27","50.26","-0.02%"
"03/05/2015","50.27","51.51","51.51","50.27","-2.43%"
"03/04/2015","51.52","51.52","51.52","51.52","0.02%"
"03/03/2015","51.51","50.52","51.51","50.52","1.94%"
"03/02/2015","50.53","50.53","50.53","50.53","0.00%"
"02/27/2015","50.53","51.53","51.53","50.53","-1.96%"
"02/26/2015","51.54","52.28","52.28","51.54","-1.42%"
"02/25/2015","52.28","54.77","54.77","52.28","0.00%"
"02/24/2015","52.28","54.77","54.77","52.28","-2.79%"
"02/23/2015","53.78","54.77","54.77","53.78","-1.83%"
"02/20/2015","54.78","54.78","54.78","54.78","0.00%"
"02/19/2015","54.78","55.28","55.28","54.78","-0.90%"
"02/18/2015","55.28","56.27","56.27","55.28","-1.76%"
"02/17/2015","56.27","55.27","56.27","55.27","1.81%"
"02/16/2015","55.27","54.53","55.27","54.53","1.36%"
"02/13/2015","54.53","55.78","55.78","54.53","-2.24%"
"02/12/2015","55.78","55.77","55.78","55.77","0.02%"
"02/11/2015","55.77","55.77","55.77","55.77","0.00%"
"02/10/2015","55.77","56.77","56.77","55.77","-1.76%"
"02/09/2015","56.77","53.78","56.77","53.78","5.54%"
"02/06/2015","53.79","55.28","55.28","53.79","-2.70%"
"02/05/2015","55.28","55.77","55.77","55.28","-0.88%"
"02/04/2015","55.77","56.28","56.28","55.77","-0.91%"
"02/03/2015","56.28","57.77","57.77","56.28","-2.58%"
"02/02/2015","57.77","57.77","57.77","57.77","4.49%"
"01/30/2015","55.29","56.78","56.78","55.29","-2.62%"
"01/29/2015","56.78","55.63","56.78","55.63","2.05%"
"01/28/2015","55.64","52.78","55.64","52.78","4.40%"
"01/27/2015","53.29","51.78","53.29","51.78","2.96%"
"01/26/2015","51.76","51.78","51.78","51.76","-0.06%"
"01/23/2015","51.79","54.78","54.78","51.79","-5.48%"
"01/22/2015","54.79","56.27","56.27","54.79","-2.61%"
"01/21/2015","56.26","57.27","57.27","56.26","-1.75%"
"01/20/2015","57.26","59.26","59.26","57.26","-3.37%"
"01/19/2015","59.26","58.76","59.26","58.76","0.85%"
"01/16/2015","58.76","58.27","58.76","58.27","0.84%"
"01/15/2015","58.27","57.29","58.27","57.29","2.61%"
"01/14/2015","56.79","57.29","57.29","56.79","0.00%"
"01/13/2015","56.79","57.29","57.29","56.79","-0.89%"
"01/12/2015","57.30","56.80","57.30","56.80","-0.85%"
"01/09/2015","57.79","56.80","57.79","56.80","1.74%"
"01/08/2015","56.80","58.29","58.29","56.80","-2.56%"
"01/07/2015","58.29","58.78","58.78","58.29","-0.83%"
"01/06/2015","58.78","57.79","58.78","57.79","1.71%"
"01/05/2015","57.79","56.30","57.79","56.30","3.57%"
"01/02/2015","55.80","57.29","57.29","55.80","-2.60%"
"01/01/2015","57.29","57.29","57.29","57.29","-0.02%"
"12/31/2014","57.30","56.79","57.30","56.79","0.88%"
"12/30/2014","56.80","54.81","56.80","54.81","3.63%"
"12/29/2014","54.81","53.31","54.81","53.31","2.81%"
"12/26/2014","53.31","53.31","53.31","53.31","0.00%"
"12/25/2014","53.31","53.31","53.31","53.31","0.00%"
"12/24/2014","53.31","53.31","53.31","53.31","0.00%"
"12/23/2014","53.31","53.80","53.80","53.31","-0.91%"
"12/22/2014","53.80","56.07","56.07","53.80","-0.44%"
"12/19/2014","54.04","56.07","56.07","54.04","-2.31%"
"12/18/2014","55.32","56.07","56.07","55.32","-1.34%"
"12/17/2014","56.07","56.56","56.56","56.07","-0.88%"
"12/16/2014","56.57","55.08","56.57","55.08","2.71%"
"12/15/2014","55.08","54.09","55.08","54.09","1.83%"
"12/12/2014","54.09","52.11","54.09","52.11","4.78%"
"12/11/2014","51.62","51.14","51.62","51.14","0.94%"
"12/10/2014","51.14","49.66","51.14","49.66","2.98%"
"12/09/2014","49.66","47.67","49.66","47.67","4.15%"
"12/08/2014","47.68","47.17","47.68","47.17","1.08%"
"12/05/2014","47.17","48.66","48.66","47.17","-3.08%"
"12/04/2014","48.67","49.66","49.66","48.67","-1.99%"
"12/03/2014","49.66","49.66","49.66","49.66","-1.97%"
"12/02/2014","50.66","50.14","50.66","50.14","1.02%"
"12/01/2014","50.15","50.15","50.15","50.15","0.00%"
"11/28/2014","50.15","50.15","50.15","50.15","0.00%"
"11/27/2014","50.15","53.62","53.62","50.15","-6.47%"
"11/26/2014","53.62","53.62","53.62","53.62","0.00%"
"11/25/2014","53.62","54.10","54.10","53.62","-0.91%"
"11/24/2014","54.11","56.09","56.09","54.11","-1.81%"
"11/21/2014","55.11","56.09","56.09","55.11","-1.75%"
"11/20/2014","56.09","56.09","56.09","56.09","0.00%"
"11/19/2014","56.09","55.59","56.09","55.59","0.90%"
"11/18/2014","55.59","55.60","55.60","55.59","-0.02%"
"11/17/2014","55.60","55.59","55.60","55.59","0.02%"
