"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"19/05/2020","845.92","852.14","854.25","844.15","385.27K","1.06%"
"18/05/2020","837.01","827.49","837.61","823.08","254.05K","1.21%"
"15/05/2020","827.03","835.42","838.47","824.59","301.89K","-0.65%"
"14/05/2020","832.40","830.97","836.19","826.17","341.12K","-0.22%"
"13/05/2020","834.21","835.32","839.59","815.13","374.60K","-0.13%"
"12/05/2020","835.32","827.29","835.95","819.66","322.21K","0.84%"
"11/05/2020","828.33","818.26","828.33","812.48","353.42K","1.79%"
"08/05/2020","813.73","800.32","825.72","800.20","371.34K","2.16%"
"07/05/2020","796.54","785.08","796.54","785.08","240.80K","1.78%"
"06/05/2020","782.59","767.30","782.59","765.37","272.45K","2.41%"
"05/05/2020","764.16","763.22","767.03","760.04","212.38K","0.22%"
"04/05/2020","762.47","766.14","769.73","761.64","285.57K","-0.86%"
"29/04/2020","769.11","768.59","772.62","768.19","250.08K","0.25%"
"28/04/2020","767.21","773.31","776.13","763.66","219.40K","-0.46%"
"27/04/2020","770.77","780.65","785.74","770.77","307.36K","-0.76%"
"24/04/2020","776.66","777.28","778.30","767.31","262.27K","0.36%"
"23/04/2020","773.91","768.92","785.60","768.92","205.80K","0.65%"
"22/04/2020","768.92","752.80","774.94","749.97","253.44K","0.27%"
"21/04/2020","766.84","794.97","794.97","761.96","397.40K","-3.54%"
"20/04/2020","794.97","796.17","797.49","786.73","336.05K","0.68%"
"17/04/2020","789.60","786.96","790.95","783.74","309.86K","1.14%"
"16/04/2020","780.70","773.11","781.06","770.91","250.94K","0.45%"
"15/04/2020","777.22","768.05","779.52","768.01","302.62K","1.28%"
"14/04/2020","767.41","769.01","769.53","753.85","266.78K","0.21%"
"13/04/2020","765.79","762.99","774.62","762.53","235.28K","1.04%"
"10/04/2020","757.94","759.08","764.36","751.59","338.40K","-0.31%"
"09/04/2020","760.33","751.08","765.87","751.08","298.47K","1.65%"
"08/04/2020","748.02","740.03","748.36","730.12","252.29K","0.18%"
"07/04/2020","746.69","744.97","749.13","730.28","292.97K","1.35%"
"06/04/2020","736.75","716.22","736.75","715.39","334.90K","4.98%"
"03/04/2020","701.80","687.92","701.80","687.92","233.09K","3.17%"
"01/04/2020","680.23","658.80","684.96","657.41","267.02K","2.67%"
"31/03/2020","662.53","669.74","678.64","649.10","262.79K","0.04%"
"30/03/2020","662.26","663.91","665.56","657.36","233.10K","-4.86%"
"27/03/2020","696.06","692.54","703.22","682.52","327.99K","0.27%"
"26/03/2020","694.21","689.00","700.76","680.10","221.85K","0.57%"
"25/03/2020","690.25","669.76","690.25","667.58","270.18K","4.71%"
"24/03/2020","659.21","666.59","666.59","652.27","245.15K","-1.11%"
"23/03/2020","666.59","694.77","694.77","664.23","280.25K","-6.08%"
"20/03/2020","709.73","728.55","729.35","709.73","230.59K","-2.23%"
"19/03/2020","725.94","732.35","733.43","714.02","353.39K","-2.91%"
"18/03/2020","747.66","747.40","752.65","742.12","259.02K","0.25%"
"17/03/2020","745.78","724.07","750.03","721.84","287.28K","-0.28%"
"16/03/2020","747.86","758.28","758.59","737.58","292.25K","-1.83%"
"13/03/2020","761.78","750.56","764.69","723.42","354.71K","-0.97%"
"12/03/2020","769.25","778.06","778.06","762.12","339.23K","-5.19%"
"11/03/2020","811.35","843.52","844.94","794.54","318.57K","-3.12%"
"10/03/2020","837.50","813.83","843.28","806.63","298.02K","0.24%"
"09/03/2020","835.49","875.80","875.80","834.67","309.10K","-6.28%"
"06/03/2020","891.44","888.96","891.44","882.71","214.34K","-0.21%"
"05/03/2020","893.31","892.71","898.43","891.20","231.34K","0.44%"
"04/03/2020","889.37","887.85","889.85","882.83","238.45K","-0.14%"
"03/03/2020","890.61","895.39","896.39","890.06","212.74K","0.70%"
"02/03/2020","884.43","878.43","886.45","877.31","206.64K","0.25%"
"28/02/2020","882.19","885.47","887.07","872.46","241.89K","-1.81%"
"27/02/2020","898.44","892.15","899.34","889.14","163.29K","0.28%"
"26/02/2020","895.97","901.51","903.27","894.25","142.58K","-1.51%"
"25/02/2020","909.67","893.95","909.67","893.95","221.12K","0.70%"
"24/02/2020","903.34","917.49","917.49","903.34","291.88K","-3.19%"
"21/02/2020","933.09","938.13","940.53","932.32","206.75K","-0.54%"
"20/02/2020","938.13","933.69","938.13","930.41","198.34K","1.01%"
"19/02/2020","928.76","926.41","931.66","925.86","192.17K","0.09%"
"18/02/2020","927.93","934.47","934.98","926.01","187.76K","-0.73%"
"17/02/2020","934.77","938.52","938.52","931.66","183.25K","-0.29%"
"14/02/2020","937.45","939.28","940.65","936.47","204.35K","-0.08%"
"13/02/2020","938.24","937.19","939.10","934.47","177.73K","0.06%"
"12/02/2020","937.68","940.72","943.11","937.34","228.04K","0.32%"
"11/02/2020","934.67","930.73","936.04","930.73","179.35K","0.42%"
"10/02/2020","930.73","934.38","935.87","926.61","153.97K","-1.07%"
"07/02/2020","940.75","938.61","943.48","935.94","194.17K","0.24%"
"06/02/2020","938.54","926.66","938.54","925.21","223.67K","1.36%"
"05/02/2020","925.91","934.75","936.33","921.89","197.38K","-0.34%"
"04/02/2020","929.09","929.42","934.91","919.33","197.69K","0.10%"
"03/02/2020","928.14","916.60","930.37","891.85","275.52K","-0.91%"
"31/01/2020","936.62","959.58","960.96","936.62","253.95K","-2.39%"
"30/01/2020","959.58","975.15","977.72","954.00","198.51K","-3.22%"
"22/01/2020","991.46","986.52","991.46","983.92","152.35K","0.52%"
"21/01/2020","986.37","978.82","986.37","978.82","157.67K","0.79%"
"20/01/2020","978.63","978.23","979.85","975.93","148.80K","-0.03%"
"17/01/2020","978.96","976.28","980.02","973.79","164.14K","0.48%"
"16/01/2020","974.31","967.20","974.70","967.17","201.25K","0.70%"
"15/01/2020","967.56","967.69","967.69","964.84","150.04K","0.06%"
"14/01/2020","967.00","966.26","968.85","965.76","190.35K","0.12%"
"13/01/2020","965.84","966.89","968.63","964.79","147.15K","-0.28%"
"10/01/2020","968.54","961.17","969.71","961.17","222.16K","0.87%"
"09/01/2020","960.15","953.86","960.73","952.16","166.15K","1.18%"
"08/01/2020","948.98","954.13","955.84","945.28","319.17K","-1.03%"
"07/01/2020","958.88","955.79","959.46","953.19","181.63K","0.32%"
"06/01/2020","955.79","962.79","963.20","955.59","187.20K","-0.97%"
"03/01/2020","965.14","968.72","970.88","965.14","174.13K","-0.16%"
"02/01/2020","966.67","960.26","966.67","959.67","200.60K","0.59%"
