"Date","Price","Open","High","Low","Vol.","Change %"
"07/23/2021","3,072.38","3,046.02","3,074.67","3,044.40","","0.85%"
"07/22/2021","3,046.60","3,037.94","3,047.33","3,036.56","","0.33%"
"07/21/2021","3,036.73","3,009.46","3,038.36","3,007.87","","1.03%"
"07/20/2021","3,005.86","2,972.88","3,014.25","2,970.08","","1.02%"
"07/19/2021","2,975.55","3,022.42","3,022.60","2,962.62","","-1.62%"
"07/16/2021","3,024.65","3,041.70","3,048.85","3,021.73","","-0.62%"
"07/15/2021","3,043.52","3,058.78","3,059.00","3,032.35","","-0.49%"
"07/14/2021","3,058.59","3,055.24","3,070.84","3,053.90","","-0.02%"
"07/13/2021","3,059.28","3,068.85","3,070.78","3,055.48","","-0.29%"
"07/12/2021","3,068.27","3,055.72","3,068.27","3,055.72","","0.50%"
"07/09/2021","3,053.12","3,019.89","3,055.26","3,015.49","","1.02%"
"07/08/2021","3,022.24","3,049.90","3,050.17","3,003.94","","-0.90%"
"07/07/2021","3,049.66","3,040.26","3,053.36","3,033.78","","0.23%"
"07/06/2021","3,042.63","3,050.87","3,053.35","3,026.44","","-0.24%"
"07/05/2021","3,049.84","3,047.59","3,050.47","3,045.38","","0.12%"
"07/02/2021","3,046.09","3,027.28","3,050.04","3,027.22","","0.59%"
"07/01/2021","3,028.20","3,017.32","3,028.20","3,014.48","","0.36%"
"06/30/2021","3,017.23","3,024.95","3,025.81","3,013.73","","-0.24%"
"06/29/2021","3,024.44","3,024.03","3,029.15","3,021.82","","-0.03%"
"06/28/2021","3,025.22","3,024.66","3,026.53","3,017.61","","0.01%"
"06/25/2021","3,024.94","3,015.32","3,026.23","3,015.02","","0.38%"
"06/24/2021","3,013.36","2,996.41","3,017.53","2,995.45","","0.51%"
"06/23/2021","2,998.00","3,003.50","3,009.12","2,996.22","","-0.10%"
"06/22/2021","3,001.14","2,983.57","3,009.07","2,983.39","","0.64%"
"06/21/2021","2,982.11","2,953.08","2,983.42","2,943.47","","0.95%"
"06/18/2021","2,954.19","2,994.41","2,995.11","2,954.19","","-1.41%"
"06/17/2021","2,996.51","2,998.72","3,000.35","2,980.45","","-0.40%"
"06/16/2021","3,008.48","3,016.99","3,020.93","2,989.83","","-0.29%"
"06/15/2021","3,017.27","3,019.91","3,025.73","3,013.43","","-0.09%"
"06/14/2021","3,019.88","3,013.87","3,019.88","3,009.67","","0.24%"
"06/11/2021","3,012.67","3,008.68","3,013.38","3,004.39","","0.17%"
"06/10/2021","3,007.46","2,995.50","3,012.63","2,993.90","","0.36%"
"06/09/2021","2,996.64","3,000.67","3,007.00","2,995.83","","-0.17%"
"06/08/2021","3,001.83","3,001.02","3,007.52","2,991.96","","0.03%"
"06/07/2021","3,000.97","2,998.58","3,002.20","2,994.07","","0.12%"
"06/04/2021","2,997.36","2,971.56","2,999.34","2,970.12","","0.82%"
"06/03/2021","2,972.87","2,986.36","2,989.71","2,959.71","","-0.44%"
"06/02/2021","2,985.97","2,980.63","2,990.57","2,979.42","","0.13%"
"06/01/2021","2,982.02","2,976.98","2,998.05","2,975.18","","0.21%"
"05/31/2021","2,975.70","2,979.17","2,980.03","2,975.24","","-0.12%"
"05/28/2021","2,979.30","2,972.42","2,987.71","2,972.42","","0.29%"
"05/27/2021","2,970.64","2,967.48","2,977.96","2,965.51","","0.04%"
"05/26/2021","2,969.51","2,965.22","2,971.87","2,963.08","","0.13%"
"05/25/2021","2,965.51","2,966.94","2,979.38","2,963.54","","-0.03%"
"05/24/2021","2,966.44","2,942.55","2,972.19","2,942.42","","0.79%"
"05/21/2021","2,943.13","2,943.34","2,960.20","2,940.00","","0.03%"
"05/20/2021","2,942.21","2,906.30","2,949.46","2,906.26","","1.07%"
"05/19/2021","2,910.94","2,926.50","2,926.90","2,879.90","","-0.61%"
"05/18/2021","2,928.68","2,935.56","2,948.06","2,928.51","","-0.19%"
"05/17/2021","2,934.18","2,940.80","2,941.53","2,924.32","","-0.15%"
"05/14/2021","2,938.63","2,894.24","2,943.54","2,894.24","","1.60%"
"05/13/2021","2,892.48","2,874.75","2,902.14","2,860.30","","0.55%"
"05/12/2021","2,876.79","2,927.25","2,928.00","2,872.71","","-1.76%"
"05/11/2021","2,928.33","2,958.89","2,958.94","2,904.79","","-1.12%"
"05/10/2021","2,961.57","2,981.70","2,985.47","2,960.50","","-0.60%"
"05/07/2021","2,979.41","2,953.06","2,983.88","2,952.55","","0.93%"
"05/06/2021","2,952.03","2,934.01","2,952.75","2,923.30","","0.65%"
"05/05/2021","2,932.84","2,921.80","2,942.85","2,921.03","","0.35%"
"05/04/2021","2,922.50","2,947.63","2,948.14","2,903.13","","-0.89%"
"05/03/2021","2,948.67","2,938.21","2,957.17","2,936.12","","0.34%"
"04/30/2021","2,938.76","2,964.14","2,964.43","2,934.49","","-0.83%"
"04/29/2021","2,963.31","2,955.79","2,972.72","2,947.28","","0.39%"
"04/28/2021","2,951.88","2,951.37","2,963.79","2,949.97","","0.00%"
"04/27/2021","2,952.01","2,955.46","2,955.46","2,946.36","","-0.14%"
"04/26/2021","2,956.13","2,949.19","2,959.29","2,948.50","","0.34%"
"04/23/2021","2,946.11","2,922.32","2,955.59","2,921.40","","0.76%"
"04/22/2021","2,923.91","2,935.41","2,944.86","2,917.25","","-0.31%"
"04/21/2021","2,932.98","2,911.91","2,933.64","2,904.85","","0.59%"
"04/20/2021","2,915.78","2,942.68","2,943.30","2,906.56","","-0.96%"
"04/19/2021","2,944.05","2,952.81","2,959.08","2,937.82","","-0.31%"
"04/16/2021","2,953.35","2,942.06","2,956.02","2,939.34","","0.39%"
"04/15/2021","2,941.75","2,914.63","2,943.10","2,914.09","","0.97%"
"04/14/2021","2,913.53","2,920.20","2,928.43","2,912.45","","-0.16%"
"04/13/2021","2,918.19","2,907.86","2,922.84","2,905.74","","0.38%"
"04/12/2021","2,907.25","2,910.81","2,910.94","2,900.38","","-0.10%"
"04/09/2021","2,910.10","2,897.11","2,910.53","2,893.18","","0.50%"
"04/08/2021","2,895.61","2,878.66","2,896.91","2,877.77","","0.50%"
"04/07/2021","2,881.15","2,877.69","2,884.42","2,874.18","","0.17%"
"04/06/2021","2,876.23","2,874.37","2,882.76","2,869.18","","0.11%"
"04/05/2021","2,872.97","2,843.18","2,875.43","2,842.35","","1.09%"
"04/02/2021","2,841.89","2,842.74","2,844.17","2,841.89","","0.06%"
"04/01/2021","2,840.19","2,809.98","2,841.34","2,809.16","","1.01%"
"03/31/2021","2,811.70","2,805.16","2,821.86","2,801.01","","0.24%"
"03/30/2021","2,805.10","2,811.92","2,812.30","2,795.88","","-0.23%"
"03/29/2021","2,811.53","2,814.57","2,817.38","2,798.11","","-0.12%"
"03/26/2021","2,814.86","2,775.40","2,816.12","2,775.23","","1.43%"
"03/25/2021","2,775.05","2,765.86","2,779.84","2,744.82","","0.28%"
"03/24/2021","2,767.26","2,785.91","2,794.26","2,766.20","","-0.74%"
"03/23/2021","2,788.01","2,809.44","2,811.62","2,782.13","","-0.77%"
"03/22/2021","2,809.65","2,794.78","2,817.03","2,789.10","","0.48%"
"03/19/2021","2,796.14","2,801.09","2,804.17","2,777.94","","-0.22%"
"03/18/2021","2,802.27","2,833.39","2,836.26","2,799.09","","-0.87%"
"03/17/2021","2,826.79","2,823.04","2,837.30","2,805.91","","0.11%"
"03/16/2021","2,823.69","2,822.60","2,834.43","2,818.79","","0.07%"
"03/15/2021","2,821.85","2,807.66","2,823.49","2,797.29","","0.52%"
"03/12/2021","2,807.21","2,807.58","2,809.57","2,789.30","","0.04%"
"03/11/2021","2,806.07","2,777.39","2,816.78","2,775.53","","1.11%"
"03/10/2021","2,775.34","2,763.36","2,786.48","2,758.51","","0.49%"
"03/09/2021","2,761.82","2,723.24","2,776.29","2,721.18","","1.44%"
"03/08/2021","2,722.64","2,729.74","2,754.21","2,721.63","","-0.22%"
"03/05/2021","2,728.56","2,701.52","2,734.05","2,670.21","","0.82%"
"03/04/2021","2,706.48","2,740.34","2,744.20","2,678.72","","-1.28%"
"03/03/2021","2,741.68","2,769.89","2,776.16","2,740.34","","-0.96%"
"03/02/2021","2,768.25","2,784.75","2,788.29","2,768.25","","-0.56%"
"03/01/2021","2,783.70","2,727.78","2,788.89","2,727.55","","2.08%"
"02/26/2021","2,726.91","2,756.09","2,756.09","2,712.91","","-1.21%"
"02/25/2021","2,760.26","2,807.16","2,813.96","2,748.67","","-1.50%"
"02/24/2021","2,802.40","2,788.36","2,806.61","2,766.89","","0.47%"
"02/23/2021","2,789.21","2,788.98","2,795.20","2,743.05","","0.04%"
"02/22/2021","2,788.11","2,806.86","2,811.00","2,788.11","","-0.65%"
"02/19/2021","2,806.47","2,803.00","2,818.76","2,800.34","","0.13%"
"02/18/2021","2,802.92","2,816.86","2,817.87","2,787.06","","-0.46%"
"02/17/2021","2,815.98","2,826.57","2,826.57","2,800.41","","-0.43%"
"02/16/2021","2,828.15","2,830.53","2,838.40","2,821.92","","-0.05%"
"02/15/2021","2,829.67","2,820.78","2,830.70","2,820.66","","0.38%"
"02/12/2021","2,818.85","2,806.83","2,819.94","2,799.75","","0.42%"
"02/11/2021","2,807.16","2,800.18","2,811.80","2,793.70","","0.23%"
"02/10/2021","2,800.68","2,799.73","2,814.78","2,785.18","","0.08%"
"02/09/2021","2,798.55","2,795.96","2,802.96","2,791.89","","0.10%"
"02/08/2021","2,795.89","2,774.62","2,796.07","2,774.58","","0.81%"
"02/05/2021","2,773.45","2,759.34","2,777.22","2,759.23","","0.57%"
"02/04/2021","2,757.66","2,738.71","2,757.66","2,734.43","","0.72%"
"02/03/2021","2,737.93","2,734.86","2,746.71","2,730.56","","0.22%"
"02/02/2021","2,731.95","2,697.46","2,739.33","2,697.46","","1.26%"
"02/01/2021","2,697.88","2,659.13","2,702.49","2,659.13","","1.36%"
"01/29/2021","2,661.69","2,711.00","2,711.59","2,649.92","","-1.80%"
"01/28/2021","2,710.60","2,691.29","2,731.76","2,677.39","","0.60%"
"01/27/2021","2,694.42","2,755.14","2,755.83","2,685.39","","-2.17%"
"01/26/2021","2,754.12","2,757.42","2,768.23","2,752.62","","-0.10%"
"01/25/2021","2,756.87","2,755.36","2,762.58","2,726.18","","0.04%"
"01/22/2021","2,755.66","2,766.27","2,766.44","2,749.02","","-0.36%"
"01/21/2021","2,765.57","2,763.62","2,770.88","2,760.68","","0.15%"
"01/20/2021","2,761.48","2,732.70","2,765.16","2,731.82","","1.06%"
"01/19/2021","2,732.48","2,713.57","2,736.01","2,713.52","","0.70%"
"01/18/2021","2,713.49","2,711.70","2,713.92","2,709.93","","-0.05%"
"01/15/2021","2,714.81","2,739.16","2,739.88","2,702.02","","-0.85%"
"01/14/2021","2,738.09","2,739.99","2,751.99","2,738.09","","-0.06%"
"01/13/2021","2,739.87","2,737.73","2,746.01","2,731.39","","0.20%"
"01/12/2021","2,734.40","2,730.70","2,740.53","2,722.16","","0.16%"
"01/11/2021","2,730.05","2,751.15","2,751.15","2,722.14","","-0.84%"
"01/08/2021","2,753.31","2,735.27","2,754.11","2,729.57","","0.70%"
"01/07/2021","2,734.19","2,703.01","2,738.63","2,702.28","","1.28%"
"01/06/2021","2,699.51","2,685.94","2,719.15","2,677.25","","0.57%"
"01/05/2021","2,684.18","2,668.91","2,690.33","2,666.18","","0.53%"
"01/04/2021","2,670.04","2,690.12","2,709.18","2,649.36","","-0.74%"
"01/01/2021","2,690.04","2,690.04","2,690.04","2,690.04","","0.00%"
"12/31/2020","2,690.04","2,686.27","2,690.77","2,677.61","","0.15%"
"12/30/2020","2,686.06","2,682.66","2,693.57","2,680.36","","0.14%"
"12/29/2020","2,682.18","2,678.81","2,699.37","2,678.81","","0.20%"
"12/28/2020","2,676.80","2,661.20","2,680.10","2,659.77","","0.66%"
"12/25/2020","2,659.27","2,659.40","2,660.22","2,658.97","","0.01%"
"12/24/2020","2,659.04","2,651.75","2,659.69","2,651.61","","0.29%"
"12/23/2020","2,651.41","2,643.74","2,661.62","2,643.21","","0.32%"
"12/22/2020","2,643.07","2,647.63","2,648.95","2,636.53","","-0.07%"
"12/21/2020","2,644.97","2,665.71","2,665.86","2,612.71","","-0.80%"
"12/18/2020","2,666.30","2,675.20","2,676.01","2,654.23","","-0.32%"
"12/17/2020","2,674.87","2,655.82","2,675.30","2,654.94","","0.76%"
"12/16/2020","2,654.79","2,644.90","2,659.98","2,644.90","","0.42%"
"12/15/2020","2,643.74","2,620.38","2,645.27","2,617.19","","0.93%"
"12/14/2020","2,619.43","2,624.17","2,645.80","2,619.43","","-0.09%"
"12/11/2020","2,621.89","2,629.67","2,631.37","2,606.81","","-0.25%"
"12/10/2020","2,628.58","2,626.33","2,633.47","2,610.03","","0.04%"
"12/09/2020","2,627.53","2,641.62","2,652.36","2,619.21","","-0.55%"
"12/08/2020","2,642.05","2,634.48","2,644.48","2,627.16","","0.23%"
"12/07/2020","2,635.88","2,639.26","2,640.18","2,629.72","","-0.14%"
"12/04/2020","2,639.66","2,620.29","2,639.66","2,619.52","","0.70%"
"12/03/2020","2,621.28","2,616.34","2,628.14","2,613.75","","0.28%"
"12/02/2020","2,613.91","2,612.20","2,616.16","2,598.63","","0.19%"
"12/01/2020","2,609.01","2,581.24","2,617.58","2,581.20","","1.00%"
"11/30/2020","2,583.14","2,602.25","2,602.25","2,572.12","","-0.70%"
"11/27/2020","2,601.45","2,590.59","2,603.87","2,590.02","","0.44%"
"11/26/2020","2,590.15","2,590.31","2,593.15","2,589.34","","0.02%"
"11/25/2020","2,589.67","2,588.84","2,593.34","2,580.30","","0.10%"
"11/24/2020","2,587.19","2,547.84","2,590.55","2,547.84","","1.58%"
"11/23/2020","2,546.90","2,540.07","2,557.94","2,535.94","","0.27%"
"11/20/2020","2,540.02","2,547.75","2,551.11","2,539.97","","-0.25%"
"11/19/2020","2,546.31","2,541.80","2,549.50","2,526.58","","0.12%"
"11/18/2020","2,543.36","2,558.09","2,565.99","2,541.48","","-0.59%"
"11/17/2020","2,558.43","2,563.58","2,564.80","2,545.01","","-0.12%"
"11/16/2020","2,561.50","2,530.60","2,562.62","2,530.60","","1.27%"
"11/13/2020","2,529.29","2,508.43","2,533.82","2,504.41","","0.80%"
"11/12/2020","2,509.24","2,529.58","2,530.74","2,499.67","","-0.75%"
"11/11/2020","2,528.25","2,507.09","2,532.60","2,507.07","","0.84%"
"11/10/2020","2,507.10","2,503.49","2,512.04","2,487.55","","0.20%"
"11/09/2020","2,502.06","2,470.47","2,546.16","2,470.47","","1.30%"
"11/06/2020","2,470.05","2,466.90","2,475.42","2,456.46","","0.14%"
"11/05/2020","2,466.58","2,416.53","2,474.76","2,416.53","","2.07%"
"11/04/2020","2,416.61","2,371.55","2,436.57","2,360.67","","2.00%"
"11/03/2020","2,369.27","2,323.46","2,377.88","2,323.36","","2.03%"
"11/02/2020","2,322.14","2,293.39","2,332.02","2,293.39","","1.27%"
"10/30/2020","2,292.93","2,319.66","2,320.30","2,276.24","","-1.10%"
"10/29/2020","2,318.44","2,304.05","2,333.92","2,293.81","","0.51%"
"10/28/2020","2,306.65","2,378.28","2,380.33","2,305.62","","-3.15%"
"10/27/2020","2,381.65","2,388.32","2,391.82","2,379.94","","-0.35%"
"10/26/2020","2,390.08","2,431.14","2,432.22","2,372.21","","-1.66%"
"10/23/2020","2,430.54","2,420.97","2,433.05","2,418.15","","0.39%"
"10/22/2020","2,421.00","2,414.29","2,423.78","2,400.07","","0.13%"
"10/21/2020","2,417.83","2,423.71","2,435.01","2,416.51","","-0.20%"
"10/20/2020","2,422.71","2,415.72","2,439.15","2,412.64","","0.21%"
"10/19/2020","2,417.69","2,441.48","2,454.27","2,413.39","","-0.92%"
"10/16/2020","2,440.14","2,435.99","2,457.68","2,433.53","","0.17%"
"10/15/2020","2,435.93","2,452.27","2,452.82","2,414.58","","-0.72%"
"10/14/2020","2,453.61","2,462.67","2,473.28","2,448.38","","-0.43%"
"10/13/2020","2,464.18","2,479.03","2,479.17","2,458.45","","-0.55%"
"10/12/2020","2,477.92","2,447.82","2,484.98","2,447.01","","1.23%"
"10/09/2020","2,447.76","2,428.23","2,450.50","2,427.29","","0.84%"
"10/08/2020","2,427.36","2,410.57","2,428.08","2,409.85","","0.75%"
"10/07/2020","2,409.39","2,379.19","2,412.95","2,378.01","","1.13%"
"10/06/2020","2,382.57","2,403.31","2,415.90","2,377.34","","-0.87%"
"10/05/2020","2,403.50","2,362.55","2,403.50","2,362.52","","1.74%"
"10/02/2020","2,362.41","2,380.72","2,382.07","2,346.41","","-0.74%"
"10/01/2020","2,380.02","2,367.51","2,387.01","2,367.35","","0.54%"
"09/30/2020","2,367.27","2,360.73","2,381.98","2,350.85","","0.32%"
"09/29/2020","2,359.63","2,367.45","2,371.63","2,355.87","","-0.29%"
"09/28/2020","2,366.41","2,327.95","2,371.99","2,327.79","","1.70%"
"09/25/2020","2,326.85","2,302.97","2,331.29","2,289.77","","1.15%"
"09/24/2020","2,300.30","2,303.37","2,318.54","2,280.83","","-0.23%"
"09/23/2020","2,305.57","2,343.34","2,352.16","2,302.40","","-1.61%"
"09/22/2020","2,343.39","2,329.88","2,346.04","2,321.67","","0.60%"
"09/21/2020","2,329.49","2,366.63","2,368.13","2,300.42","","-1.63%"
"09/18/2020","2,367.99","2,385.69","2,388.43","2,353.65","","-0.65%"
"09/17/2020","2,383.54","2,401.54","2,401.60","2,368.72","","-0.83%"
"09/16/2020","2,403.50","2,407.74","2,424.78","2,401.11","","-0.19%"
"09/15/2020","2,407.97","2,394.92","2,418.55","2,393.55","","0.48%"
"09/14/2020","2,396.37","2,369.28","2,404.50","2,369.28","","1.19%"
"09/11/2020","2,368.14","2,365.08","2,383.34","2,352.99","","0.01%"
"09/10/2020","2,367.80","2,395.21","2,413.49","2,360.37","","-1.08%"
"09/09/2020","2,393.75","2,350.96","2,405.82","2,348.25","","1.67%"
"09/08/2020","2,354.41","2,408.15","2,410.19","2,352.64","","-2.23%"
"09/07/2020","2,408.05","2,401.09","2,408.79","2,399.96","","0.35%"
"09/04/2020","2,399.60","2,423.92","2,433.90","2,357.31","","-1.08%"
"09/03/2020","2,425.78","2,495.94","2,500.32","2,413.05","","-2.74%"
"09/02/2020","2,494.10","2,466.57","2,497.61","2,465.07","","1.09%"
"09/01/2020","2,467.25","2,453.75","2,467.25","2,448.25","","0.48%"
"08/31/2020","2,455.51","2,458.97","2,461.35","2,450.44","","-0.05%"
"08/28/2020","2,456.86","2,444.00","2,457.86","2,442.76","","0.58%"
"08/27/2020","2,442.79","2,447.61","2,453.57","2,434.50","","-0.13%"
"08/26/2020","2,446.05","2,423.60","2,447.66","2,420.34","","0.95%"
"08/25/2020","2,422.95","2,417.60","2,425.05","2,414.40","","0.24%"
"08/24/2020","2,417.05","2,393.08","2,417.05","2,392.26","","1.04%"
"08/21/2020","2,392.11","2,392.91","2,394.79","2,382.35","","0.12%"
"08/20/2020","2,389.15","2,389.82","2,393.64","2,371.46","","-0.22%"
"08/19/2020","2,394.47","2,400.39","2,406.65","2,388.33","","-0.20%"
"08/18/2020","2,399.37","2,394.26","2,405.86","2,388.89","","0.23%"
"08/17/2020","2,393.97","2,384.15","2,396.20","2,381.11","","0.41%"
"08/14/2020","2,384.20","2,389.12","2,390.16","2,379.00","","-0.25%"
"08/13/2020","2,390.08","2,392.64","2,396.54","2,383.42","","-0.07%"
"08/12/2020","2,391.80","2,358.36","2,394.46","2,357.01","","1.37%"
"08/11/2020","2,359.47","2,360.61","2,382.53","2,354.91","","-0.06%"
"08/10/2020","2,360.87","2,355.69","2,364.04","2,347.82","","0.21%"
"08/07/2020","2,355.97","2,360.56","2,360.86","2,344.19","","-0.17%"
"08/06/2020","2,359.89","2,355.17","2,361.81","2,343.99","","0.17%"
"08/05/2020","2,355.94","2,339.20","2,357.69","2,337.34","","0.82%"
"08/04/2020","2,336.82","2,327.09","2,339.32","2,323.93","","0.55%"
"08/03/2020","2,324.08","2,304.21","2,329.36","2,301.66","","0.83%"
"07/31/2020","2,304.98","2,307.08","2,311.56","2,279.06","","0.04%"
"07/30/2020","2,304.01","2,321.12","2,321.60","2,278.69","","-0.68%"
"07/29/2020","2,319.71","2,298.43","2,324.13","2,296.82","","0.86%"
"07/28/2020","2,299.91","2,311.30","2,313.56","2,298.64","","-0.51%"
"07/27/2020","2,311.62","2,290.64","2,311.62","2,289.95","","0.87%"
"07/24/2020","2,291.58","2,307.94","2,309.35","2,282.51","","-0.72%"
"07/23/2020","2,308.12","2,327.01","2,332.03","2,301.75","","-0.84%"
"07/22/2020","2,327.76","2,322.50","2,329.00","2,314.82","","0.27%"
"07/21/2020","2,321.55","2,313.93","2,333.64","2,313.93","","0.37%"
"07/20/2020","2,312.95","2,295.59","2,315.91","2,290.54","","0.83%"
"07/17/2020","2,293.92","2,286.83","2,299.23","2,283.22","","0.22%"
"07/16/2020","2,288.81","2,298.47","2,298.47","2,279.16","","-0.43%"
"07/15/2020","2,298.78","2,272.82","2,306.12","2,272.82","","1.24%"
"07/14/2020","2,270.69","2,250.97","2,272.20","2,232.93","","0.75%"
"07/13/2020","2,253.76","2,260.07","2,294.70","2,249.28","","-0.26%"
"07/10/2020","2,259.60","2,240.02","2,259.60","2,232.56","","0.84%"
"07/09/2020","2,240.73","2,253.46","2,260.79","2,221.54","","-0.53%"
"07/08/2020","2,252.64","2,241.37","2,255.37","2,235.52","","0.42%"
"07/07/2020","2,243.17","2,263.58","2,265.32","2,241.29","","-0.93%"
"07/06/2020","2,264.29","2,226.82","2,265.66","2,226.81","","1.70%"
"07/03/2020","2,226.39","2,229.25","2,231.32","2,224.53","","-0.06%"
"07/02/2020","2,227.65","2,211.70","2,247.99","2,211.07","","0.74%"
"07/01/2020","2,211.27","2,202.77","2,216.99","2,194.91","","0.43%"
"06/30/2020","2,201.79","2,178.80","2,207.66","2,173.62","","1.16%"
"06/29/2020","2,176.44","2,156.81","2,176.89","2,148.60","","0.89%"
"06/26/2020","2,157.19","2,195.11","2,203.41","2,157.02","","-1.65%"
"06/25/2020","2,193.40","2,176.85","2,194.75","2,160.47","","0.61%"
"06/24/2020","2,180.12","2,234.47","2,235.58","2,171.19","","-2.50%"
"06/23/2020","2,236.04","2,220.90","2,246.32","2,215.22","","0.82%"
"06/22/2020","2,217.82","2,207.41","2,220.10","2,198.59","","0.40%"
"06/19/2020","2,208.97","2,215.22","2,237.26","2,201.70","","-0.30%"
"06/18/2020","2,215.64","2,218.24","2,220.16","2,203.36","","-0.10%"
"06/17/2020","2,217.90","2,220.53","2,231.61","2,214.51","","-0.05%"
"06/16/2020","2,219.10","2,175.76","2,238.02","2,175.76","","2.19%"
"06/15/2020","2,171.44","2,163.37","2,179.99","2,116.44","","0.32%"
"06/12/2020","2,164.46","2,148.23","2,196.02","2,135.87","","0.47%"
"06/11/2020","2,154.44","2,266.86","2,267.28","2,149.94","","-4.98%"
"06/10/2020","2,267.36","2,273.08","2,285.90","2,261.83","","-0.35%"
"06/09/2020","2,275.28","2,289.24","2,291.59","2,266.21","","-0.56%"
"06/08/2020","2,288.04","2,268.33","2,289.20","2,263.83","","0.94%"
"06/05/2020","2,266.76","2,217.31","2,274.68","2,216.20","","2.18%"
"06/04/2020","2,218.50","2,223.77","2,227.91","2,207.65","","-0.18%"
"06/03/2020","2,222.54","2,187.95","2,226.83","2,187.95","","1.62%"
"06/02/2020","2,187.09","2,164.68","2,187.09","2,164.55","","1.07%"
"06/01/2020","2,163.92","2,147.96","2,166.85","2,147.63","","0.75%"
"05/29/2020","2,147.88","2,147.81","2,149.63","2,126.32","","-0.02%"
"05/28/2020","2,148.33","2,140.17","2,167.71","2,139.70","","0.53%"
"05/27/2020","2,136.90","2,114.36","2,138.66","2,102.49","","1.07%"
"05/26/2020","2,114.27","2,083.10","2,127.61","2,083.04","","1.56%"
"05/25/2020","2,081.83","2,073.92","2,082.05","2,073.37","","0.48%"
"05/22/2020","2,071.90","2,074.80","2,075.39","2,059.83","","-0.11%"
"05/21/2020","2,074.10","2,091.48","2,093.14","2,068.48","","-0.86%"
"05/20/2020","2,092.03","2,060.37","2,096.69","2,058.77","","1.49%"
"05/19/2020","2,061.37","2,071.66","2,081.85","2,060.39","","-0.37%"
"05/18/2020","2,069.00","2,009.06","2,077.02","2,008.37","","3.02%"
"05/15/2020","2,008.41","2,001.32","2,008.77","1,986.80","","0.43%"
"05/14/2020","1,999.89","1,997.23","2,000.16","1,952.89","","0.07%"
"05/13/2020","1,998.48","2,030.87","2,032.60","1,984.49","","-1.75%"
"05/12/2020","2,034.06","2,059.96","2,070.81","2,032.05","","-1.29%"
"05/11/2020","2,060.70","2,060.82","2,066.39","2,045.32","","-0.06%"
"05/08/2020","2,061.89","2,030.43","2,061.89","2,030.43","","1.77%"
"05/07/2020","2,026.12","2,005.93","2,038.13","2,005.04","","0.92%"
"05/06/2020","2,007.60","2,018.21","2,030.00","2,006.85","","-0.52%"
"05/05/2020","2,018.11","1,998.17","2,032.59","1,998.17","","1.02%"
"05/04/2020","1,997.75","2,002.13","2,002.13","1,976.01","","-0.35%"
"05/01/2020","2,004.79","2,049.78","2,050.13","1,999.44","","-2.34%"
"04/30/2020","2,052.85","2,072.60","2,077.74","2,043.10","","-0.86%"
"04/29/2020","2,070.76","2,023.90","2,078.66","2,023.90","","2.34%"
"04/28/2020","2,023.35","2,021.91","2,053.65","2,020.14","","0.04%"
"04/27/2020","2,022.49","1,988.73","2,026.66","1,988.41","","1.75%"
"04/24/2020","1,987.65","1,971.62","1,990.67","1,964.37","","0.67%"
"04/23/2020","1,974.38","1,968.46","1,999.55","1,967.52","","0.31%"
"04/22/2020","1,968.27","1,930.97","1,974.42","1,928.21","","1.86%"
"04/21/2020","1,932.25","1,991.45","1,991.57","1,927.14","","-3.10%"
"04/20/2020","1,994.03","2,015.56","2,016.23","1,989.25","","-1.16%"
"04/17/2020","2,017.51","1,966.08","2,018.69","1,966.08","","2.71%"
"04/16/2020","1,964.33","1,957.89","1,969.81","1,947.01","","0.21%"
"04/15/2020","1,960.20","2,007.24","2,008.26","1,949.68","","-2.32%"
"04/14/2020","2,006.81","1,958.46","2,009.73","1,957.92","","2.56%"
"04/13/2020","1,956.75","1,970.82","1,971.84","1,936.96","","-0.77%"
"04/10/2020","1,971.95","1,969.51","1,972.79","1,968.00","","0.06%"
"04/09/2020","1,970.67","1,939.83","1,985.11","1,938.34","","1.58%"
"04/08/2020","1,940.08","1,896.30","1,944.56","1,889.37","","2.38%"
"04/07/2020","1,895.04","1,883.20","1,945.55","1,882.98","","0.72%"
"04/06/2020","1,881.48","1,775.95","1,887.42","1,775.61","","5.89%"
"04/03/2020","1,776.86","1,802.87","1,804.73","1,763.77","","-1.45%"
"04/02/2020","1,803.07","1,781.33","1,810.91","1,765.26","","1.22%"
"04/01/2020","1,781.27","1,855.09","1,856.84","1,771.13","","-3.86%"
"03/31/2020","1,852.73","1,871.00","1,881.14","1,847.48","","-0.95%"
"03/30/2020","1,870.48","1,829.35","1,873.55","1,818.03","","2.37%"
"03/27/2020","1,827.17","1,876.21","1,884.92","1,811.35","","-2.58%"
"03/26/2020","1,875.56","1,788.40","1,879.92","1,779.88","","5.02%"
"03/25/2020","1,785.99","1,745.35","1,834.67","1,739.01","","2.49%"
"03/24/2020","1,742.61","1,605.52","1,742.61","1,605.43","","8.77%"
"03/23/2020","1,602.11","1,647.45","1,652.22","1,579.14","","-2.96%"
"03/20/2020","1,650.94","1,690.04","1,729.69","1,644.91","","-2.57%"
"03/19/2020","1,694.45","1,684.07","1,717.87","1,636.94","","0.73%"
"03/18/2020","1,682.25","1,774.56","1,778.49","1,626.51","","-5.11%"
"03/17/2020","1,772.93","1,702.25","1,788.52","1,683.91","","4.12%"
